video_uid,path,duration_sec,scenarios,split_em,split_av,split_fho,benchmarks,origin_video_id,video_source,device,deid_scrubbed_audio,deid_scrubbed_faces,physical_setting_name,fb_participant_id,display_resolution_width,display_resolution_height,sample_resolution_width,sample_resolution_height,release_1,canonical_s3_location,canonical_fps,canonical_display_width,canonical_display_height,canonical_num_frames,canonical_mp4_duration_sec,canonical_video_start_sec,canonical_video_duration_sec,canonical_audio_start_sec,canonical_audio_duration_sec,canonical_video_start_pts,canonical_video_duration_pts,canonical_video_base_numerator,canonical_video_base_denominator,canonical_audio_start_pts,canonical_audio_duration_pts,canonical_audio_base_numerator,canonical_audio_base_denominator,canonical_audio_channel_layout,canonical_audio_channel_rate_hz,canonical_is_validated,Case
c26cda75-ed47-4f46-9076-25cf75bf9f1d,s3://ego4d-iiith/public/v1/full_scale/c26cda75-ed47-4f46-9076-25cf75bf9f1d,25417.68,['Blacksmith'],,,train,[FHO],0196_007_086_002_006_025_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,97,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/c26cda75-ed47-4f46-9076-25cf75bf9f1d,30,1440,1080,762528,25417.6,0.0210286,25417.6,0,25417.6,323,390414336,1,15360,0,1220046080,1,48000,stereo,48000,TRUE,2
99723c6d-b508-4484-bfc0-336742d1450d,s3://ego4d-iiith/public/v1/full_scale/99723c6d-b508-4484-bfc0-336742d1450d,1252.5,['Blacksmith'],,,,[],1379_007_013_001_010_084_002,iiith,GoPro Hero Black 7,TRUE,FALSE,,822,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/99723c6d-b508-4484-bfc0-336742d1450d,30,1440,1080,37575,1252.5,0.0210286,1252.5,0,1252.5,323,19238400,1,15360,0,60119904,1,48000,stereo,48000,TRUE,2
bd0d69c1-a6e5-4e02-9835-9b9cfcc0c2f6,s3://ego4d-iiith/public/v1/full_scale/bd0d69c1-a6e5-4e02-9835-9b9cfcc0c2f6,2643.84,['Blacksmith'],,,val,[FHO],0195_007_086_002_006_025_001_3,iiith,GoPro Hero Black 7,TRUE,FALSE,,97,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/bd0d69c1-a6e5-4e02-9835-9b9cfcc0c2f6,30,1440,1080,79314,2643.83,0.0210286,2643.8,0,2643.83,323,40608768,1,15360,0,126903744,1,48000,stereo,48000,TRUE,2
968139e2-987e-4615-a2d4-fa2e683bae8a,s3://ego4d-iiith/public/v1/full_scale/968139e2-987e-4615-a2d4-fa2e683bae8a,3280.75,['Cleaning / laundry'],train,,val,[EM|FHO],0289_001_018_001_004_036_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,67,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/968139e2-987e-4615-a2d4-fa2e683bae8a,30,1440,1080,98422,3280.76,0.0210286,3280.73,0,3280.76,323,50392064,1,15360,0,157476448,1,48000,stereo,48000,TRUE,2
acc20eec-1a35-47f3-8f67-9fa51b7cbd98,s3://ego4d-iiith/public/v1/full_scale/acc20eec-1a35-47f3-8f67-9fa51b7cbd98,11638.77,['Crafting/knitting/sewing/drawing/painting'],,,,[],0589_001_022_001_001_085_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,65,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/acc20eec-1a35-47f3-8f67-9fa51b7cbd98,30,1440,1080,349162,11638.8,0.0210286,11638.7,0,11638.8,323,178770944,1,15360,0,558660336,1,48000,stereo,48000,TRUE,2
3aabb286-4108-4d17-a193-b3bab5901f7a,s3://ego4d-iiith/public/v1/full_scale/3aabb286-4108-4d17-a193-b3bab5901f7a,6348.42,"['jobs related to construction/renovation company\n(Director of work, tiler, plumber, Electrician, Handyman, etc)']",,,,[],1353_007_020_001_010_137_002,iiith,GoPro Hero Black 7,TRUE,FALSE,,846,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/3aabb286-4108-4d17-a193-b3bab5901f7a,30,1440,1080,190452,6348.42,0.0210286,6348.4,0,6348.42,323,97511424,1,15360,0,304724336,1,48000,stereo,48000,TRUE,2
9440d47e-8bd2-48a8-a85f-1ce407fd03b7,s3://ego4d-iiith/public/v1/full_scale/9440d47e-8bd2-48a8-a85f-1ce407fd03b7,3971.01,['Making Bricks'],,,train,[FHO],0298_007_053_001_004_039_002,iiith,GoPro Hero Black 7,TRUE,FALSE,,59,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/9440d47e-8bd2-48a8-a85f-1ce407fd03b7,30,1440,1080,119130,3971.02,0.0210286,3971,0,3971.02,323,60994560,1,15360,0,190609024,1,48000,stereo,48000,TRUE,2
f4c4c22e-2719-4897-87a8-bb754903eb01,s3://ego4d-iiith/public/v1/full_scale/f4c4c22e-2719-4897-87a8-bb754903eb01,204.46,['Cleaning / laundry'],,,train,[FHO],0581_001_018_001_001_088_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,116,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/f4c4c22e-2719-4897-87a8-bb754903eb01,30,1440,1080,6134,204.48,0.0210286,204.467,0,204.484,323,3140608,1,15360,0,9815216,1,48000,stereo,48000,TRUE,2
e9292246-82de-4d31-9f5c-88e68d14021b,s3://ego4d-iiith/public/v1/full_scale/e9292246-82de-4d31-9f5c-88e68d14021b,3174.21,['Crafting/knitting/sewing/drawing/painting'],,,,[],0987_001_022_001_008_109_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,287,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/e9292246-82de-4d31-9f5c-88e68d14021b,30,1440,1080,95226,3174.22,0.0210286,3174.2,0,3174.22,323,48755712,1,15360,0,152362736,1,48000,stereo,48000,TRUE,2
2589f2f7-012f-45b9-b8b0-51b37c0254a2,s3://ego4d-iiith/public/v1/full_scale/2589f2f7-012f-45b9-b8b0-51b37c0254a2,3816.15,['Watching tv'],,,,[],1411_004_077_001_008_113_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,293,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/2589f2f7-012f-45b9-b8b0-51b37c0254a2,30,1440,1080,114484,3816.16,0.0210286,3816.13,0,3816.16,323,58615808,1,15360,0,183175792,1,48000,stereo,48000,TRUE,2
a3ba5558-2bd5-48c4-abb2-bf675ca6b824,s3://ego4d-iiith/public/v1/full_scale/a3ba5558-2bd5-48c4-abb2-bf675ca6b824,3134.42,['Blacksmith'],,,train,[FHO],0203_007_086_002_006_025_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,97,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/a3ba5558-2bd5-48c4-abb2-bf675ca6b824,30,1440,1080,94028,3134.29,0.0210286,3134.27,0,3134.29,323,48142336,1,15360,0,150446000,1,48000,stereo,48000,TRUE,2
93232ea0-b8eb-4df8-85b8-e8ff189b41f2,s3://ego4d-iiith/public/v1/full_scale/93232ea0-b8eb-4df8-85b8-e8ff189b41f2,296.81,['Farmer'],,,,[],0677_007_085_001_004_098_002,iiith,GoPro Hero Black 7,TRUE,FALSE,,291,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/93232ea0-b8eb-4df8-85b8-e8ff189b41f2,30,1440,1080,8904,296.83,0.0210286,296.8,0,296.831,323,4558848,1,15360,0,14247904,1,48000,stereo,48000,TRUE,2
2d560d56-dc47-4c76-8d41-889c8aa55d66,s3://ego4d-iiith/public/v1/full_scale/2d560d56-dc47-4c76-8d41-889c8aa55d66,9264.15,['Working at desk'],,,val,[FHO],0161_002_078_001_006_000_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,68,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/2d560d56-dc47-4c76-8d41-889c8aa55d66,30,1440,1080,276998,9233.33,0.0210286,9233.27,0,9233.33,323,141822976,1,15360,0,443199664,1,48000,stereo,48000,TRUE,2
082db032-f3f2-408b-a116-84d62f673915,s3://ego4d-iiith/public/v1/full_scale/082db032-f3f2-408b-a116-84d62f673915,4051.61,['Cleaning / laundry'],train,,multi,[EM|FHO],0228_001_018_001_004_036_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,67,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/082db032-f3f2-408b-a116-84d62f673915,30,1440,1080,121548,4051.62,0.0210286,4051.6,0,4051.62,323,62232576,1,15360,0,194477680,1,48000,stereo,48000,TRUE,2
18a58467-b829-43a8-bccf-2f6194cdb361,s3://ego4d-iiith/public/v1/full_scale/18a58467-b829-43a8-bccf-2f6194cdb361,1927.58,['Walking on street'],,,,[],0138_006_073_001_006_004_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,124,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/18a58467-b829-43a8-bccf-2f6194cdb361,30,1440,1080,57464,1915.52,0.0210286,1915.47,0,1915.52,323,29421568,1,15360,0,91944896,1,48000,stereo,48000,TRUE,2
50c1df1c-e016-472a-b0ac-d297b0c82e87,s3://ego4d-iiith/public/v1/full_scale/50c1df1c-e016-472a-b0ac-d297b0c82e87,3567.44,['Carpenter'],,,,[],1289_007_017_001_010_142_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,830,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/50c1df1c-e016-472a-b0ac-d297b0c82e87,30,1440,1080,107023,3567.44,0.0210286,3567.43,0,3567.44,323,54795776,1,15360,0,171236992,1,48000,stereo,48000,TRUE,2
98b7d386-4a87-4794-87cf-f5e5729b01e9,s3://ego4d-iiith/public/v1/full_scale/98b7d386-4a87-4794-87cf-f5e5729b01e9,5461.78,['Crafting/knitting/sewing/drawing/painting'],,,,[],0538_001_022_001_004_037_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,66,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/98b7d386-4a87-4794-87cf-f5e5729b01e9,30,1440,1080,163853,5461.77,0.0210286,5461.77,0,5461.77,323,83892736,1,15360,0,262164848,1,48000,stereo,48000,TRUE,2
f1ebbbe3-549d-492c-bdd8-e03e6bc913c7,s3://ego4d-iiith/public/v1/full_scale/f1ebbbe3-549d-492c-bdd8-e03e6bc913c7,3069.51,['Watching tv'],,,,[],0108_004_077_001_004_000_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,126,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/f1ebbbe3-549d-492c-bdd8-e03e6bc913c7,30,1440,1080,91920,3064.08,0.0210286,3064,0,3064.08,323,47063040,1,15360,0,147075824,1,48000,stereo,48000,TRUE,2
c00a27da-98bb-4761-8093-45fd30a3f43f,s3://ego4d-iiith/public/v1/full_scale/c00a27da-98bb-4761-8093-45fd30a3f43f,1594.07,['Farmer'],,,,[],0333_007_085_001_004_051_002,iiith,GoPro Hero Black 7,TRUE,FALSE,,78,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/c00a27da-98bb-4761-8093-45fd30a3f43f,30,1440,1080,47822,1594.07,0.0210286,1594.07,0,1594.07,323,24484864,1,15360,0,76515168,1,48000,stereo,48000,TRUE,2
55ef5db5-af7c-4ccd-9c7d-a4d415e195b7,s3://ego4d-iiith/public/v1/full_scale/55ef5db5-af7c-4ccd-9c7d-a4d415e195b7,6620.61,['Grocery shopping indoors'],,,,[],0593_003_043_001_001_092_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,820,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/55ef5db5-af7c-4ccd-9c7d-a4d415e195b7,30,1440,1080,198618,6620.61,0.0210286,6620.6,0,6620.61,323,101692416,1,15360,0,317789296,1,48000,stereo,48000,TRUE,2
d3279f4f-eea5-448f-a930-aafac6b668ac,s3://ego4d-iiith/public/v1/full_scale/d3279f4f-eea5-448f-a930-aafac6b668ac,5335.79,['Making Bricks'],,,multi,[FHO],0263_007_053_001_004_039_002,iiith,GoPro Hero Black 7,TRUE,FALSE,,59,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/d3279f4f-eea5-448f-a930-aafac6b668ac,30,1440,1080,160073,5335.8,0.0210286,5335.77,0,5335.79,323,81957376,1,15360,0,256118144,1,48000,stereo,48000,TRUE,2
076b16ca-041f-41a0-907b-ff5367e4a91c,s3://ego4d-iiith/public/v1/full_scale/076b16ca-041f-41a0-907b-ff5367e4a91c,4721.25,['Crafting/knitting/sewing/drawing/painting'],,,,[],1146_001_022_001_009_137_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,846,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/076b16ca-041f-41a0-907b-ff5367e4a91c,30,1440,1080,141637,4721.25,0.0210286,4721.23,0,4721.25,323,72518144,1,15360,0,226619904,1,48000,stereo,48000,TRUE,2
7a934c5f-90a8-442b-b75b-be69646eadbe,s3://ego4d-iiith/public/v1/full_scale/7a934c5f-90a8-442b-b75b-be69646eadbe,814.14,['Cleaning / laundry'],,,,[],1279_001_018_001_010_084_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,822,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/7a934c5f-90a8-442b-b75b-be69646eadbe,30,1440,1080,24424,814.17,0.0210286,814.133,0,814.165,323,12505088,1,15360,0,39079936,1,48000,stereo,48000,TRUE,2
3ec3eab7-842d-409d-8866-42ddcbd24cd9,s3://ego4d-iiith/public/v1/full_scale/3ec3eab7-842d-409d-8866-42ddcbd24cd9,1334.49,['Cooking'],,,,[],1494_001_021_001_008_109_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,287,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/3ec3eab7-842d-409d-8866-42ddcbd24cd9,30,1440,1080,40034,1334.5,0.0210286,1334.47,0,1334.5,323,20497408,1,15360,0,64056192,1,48000,stereo,48000,TRUE,2
c5e43959-5757-44de-b6fe-d322efee533e,s3://ego4d-iiith/public/v1/full_scale/c5e43959-5757-44de-b6fe-d322efee533e,4613.23,['Crafting/knitting/sewing/drawing/painting'],,,,[],0511_001_022_001_004_036_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,67,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/c5e43959-5757-44de-b6fe-d322efee533e,30,1440,1080,138396,4613.24,0.0210286,4613.2,0,4613.24,323,70858752,1,15360,0,221435376,1,48000,stereo,48000,TRUE,2
6ae95096-43d6-4922-874f-d0f59967ae57,s3://ego4d-iiith/public/v1/full_scale/6ae95096-43d6-4922-874f-d0f59967ae57,210.11,"['jobs related to construction/renovation company\n(Director of work, tiler, plumber, Electrician, Handyman, etc)']",,,,[],0790_007_020_001_004_102_002,iiith,GoPro Hero Black 7,TRUE,FALSE,,296,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/6ae95096-43d6-4922-874f-d0f59967ae57,30,1440,1080,6303,210.13,0.0210286,210.1,0,210.133,323,3227136,1,15360,0,10086400,1,48000,stereo,48000,TRUE,2
5d9261fb-7d80-4cb0-b601-38c17fbf6f75,s3://ego4d-iiith/public/v1/full_scale/5d9261fb-7d80-4cb0-b601-38c17fbf6f75,4497.09,['Cooking'],val,,,[EM],0283_001_021_001_004_037_001,iiith,GoPro Hero Black 7,TRUE,FALSE,,66,1440,1080,1440,1080,TRUE,s3://ego4d-iiith/public/v1/full_scale/5d9261fb-7d80-4cb0-b601-38c17fbf6f75,30,1440,1080,134912,4497.1,0.0210286,4497.07,0,4497.1,323,69074944,1,15360,0,215860704,1,48000,stereo,48000,TRUE,2
